Complaint ID,Complaint Date,Mode,Product,Feature,Response Time,Rating
1604243,6/2/13,In Person,Foreign Exchange,Surrender Card,12,4
135691,6/1/13,Website,Foreign Exchange,Reload Card,12,4
1565411,6/2/13,Call,Foreign Exchange,Reload Card,12,5
176013,6/1/13,Website,Foreign Exchange,Reload Card,12,5
2440416,6/2/13,Call,Foreign Exchange,Reload Card,12,5
1040491,6/1/13,Email,Foreign Exchange,Surrender Card,12,5
1349416,6/2/13,Website,Foreign Exchange,Multicurrency Card,12,5
200277,6/1/13,Website,Foreign Exchange,Reload Card,12,5
151425,6/2/13,In Person,Foreign Exchange,Reload Card,12,4
1612544,6/1/13,Email,Foreign Exchange,Surrender Card,12,4
85176,6/2/13,Website,Foreign Exchange,Reload Card,12,5
191470,6/1/13,In Person,Foreign Exchange,Reload Card,12,5
1729777,6/2/13,In Person,Foreign Exchange,Reload Card,12,5
283748,6/1/13,Website,Foreign Exchange,Reload Card,12,5
1045446,6/2/13,In Person,Foreign Exchange,Surrender Card,12,5
134740,6/1/13,In Person,Foreign Exchange,Surrender Card,12,5
626576,6/2/13,In Person,Foreign Exchange,Reload Card,12,5
512627,6/1/13,Website,Foreign Exchange,Multicurrency Card,12,3
903008,6/2/13,Email,Foreign Exchange,Reload Card,12,4
86756,6/1/13,Call,Foreign Exchange,Multicurrency Card,12,2
885314,6/2/13,Website,Foreign Exchange,Reload Card,12,5
341474,6/1/13,Email,Foreign Exchange,Multicurrency Card,12,5
2117631,6/2/13,Email,Foreign Exchange,Multicurrency Card,12,4
1421500,6/1/13,Call,Foreign Exchange,Reload Card,12,4
2141135,6/2/13,Website,Foreign Exchange,Surrender Card,12,3
98575,6/1/13,In Person,Foreign Exchange,Reload Card,12,4
2416994,6/2/13,Website,Foreign Exchange,Reload Card,12,4
1562640,6/1/13,Call,Foreign Exchange,Reload Card,12,4
2402534,6/2/13,Call,Foreign Exchange,Surrender Card,12,4
1926538,6/1/13,Website,Foreign Exchange,Surrender Card,12,4
566693,6/2/13,In Person,Foreign Exchange,Reload Card,12,5
1195095,6/1/13,In Person,Foreign Exchange,Surrender Card,12,5
794733,6/2/13,Email,Foreign Exchange,Surrender Card,12,5
2380458,6/1/13,In Person,Foreign Exchange,Surrender Card,12,5
1166798,6/2/13,In Person,Foreign Exchange,Surrender Card,12,5
415438,6/1/13,Website,Foreign Exchange,Multicurrency Card,12,5
2180967,6/2/13,Email,Foreign Exchange,Surrender Card,12,4
1429054,6/1/13,In Person,Foreign Exchange,Reload Card,12,4
2202647,6/2/13,Website,Foreign Exchange,Reload Card,12,5
2165600,6/1/13,In Person,Foreign Exchange,Surrender Card,12,5
2034591,6/2/13,Call,Foreign Exchange,Multicurrency Card,12,5
264094,6/1/13,Website,Foreign Exchange,Multicurrency Card,12,5
995773,6/2/13,In Person,Foreign Exchange,Surrender Card,12,5
962364,6/1/13,Email,Foreign Exchange,Surrender Card,12,5
2047007,6/2/13,Email,Foreign Exchange,Surrender Card,12,5
741473,6/1/13,Call,Foreign Exchange,Surrender Card,12,3
1567309,6/2/13,In Person,Foreign Exchange,Multicurrency Card,12,4
164819,6/1/13,In Person,Foreign Exchange,Surrender Card,12,2
1541148,6/2/13,Call,Foreign Exchange,Reload Card,12,5
24976,6/1/13,Website,Foreign Exchange,Multicurrency Card,12,5
1085296,6/2/13,Email,Foreign Exchange,Surrender Card,12,4
670678,6/1/13,In Person,Foreign Exchange,Surrender Card,12,4
652243,6/2/13,Website,Foreign Exchange,Surrender Card,12,3
240288,6/1/13,Call,Foreign Exchange,Reload Card,12,4
2376053,6/2/13,Website,Foreign Exchange,Surrender Card,12,4
1435244,6/1/13,Website,Foreign Exchange,Reload Card,12,4
561075,6/2/13,Website,Foreign Exchange,Reload Card,12,4
2213641,6/1/13,Call,Foreign Exchange,Reload Card,12,4
198384,6/2/13,In Person,Foreign Exchange,Surrender Card,12,5
749075,6/1/13,Website,Foreign Exchange,Reload Card,12,5
123271,6/2/13,Email,Foreign Exchange,Reload Card,12,5
98883,6/1/13,Call,Foreign Exchange,Multicurrency Card,12,5
396592,6/2/13,Website,Foreign Exchange,Surrender Card,12,5
1751570,6/1/13,Email,Foreign Exchange,Surrender Card,12,5
738711,6/2/13,Website,Foreign Exchange,Multicurrency Card,12,4
77376,6/1/13,Website,Foreign Exchange,Surrender Card,12,4
1864163,6/2/13,Website,Foreign Exchange,Surrender Card,12,5
2059280,6/1/13,Website,Foreign Exchange,Multicurrency Card,12,5
453879,6/2/13,In Person,Foreign Exchange,Reload Card,12,5
908417,6/1/13,Email,Foreign Exchange,Surrender Card,12,5
2403174,6/2/13,Call,Foreign Exchange,Surrender Card,12,5
547310,6/1/13,Website,Foreign Exchange,Surrender Card,12,5
1153981,6/2/13,Website,Foreign Exchange,Surrender Card,12,5
1045831,6/1/13,Email,Foreign Exchange,Reload Card,12,3
474570,6/2/13,Website,Foreign Exchange,Multicurrency Card,12,4
1162606,6/1/13,Call,Foreign Exchange,Reload Card,12,2
2007528,6/2/13,Call,Foreign Exchange,Surrender Card,12,5
1588791,6/1/13,Call,Foreign Exchange,Surrender Card,12,5
606789,6/2/13,In Person,Foreign Exchange,Multicurrency Card,12,4
19134,6/1/13,Email,Foreign Exchange,Reload Card,12,4
2419881,6/2/13,Email,Foreign Exchange,Surrender Card,12,3
2240167,6/1/13,Email,Foreign Exchange,Multicurrency Card,12,4
2384593,6/2/13,Call,Foreign Exchange,Reload Card,12,4
1864815,6/1/13,Call,Foreign Exchange,Multicurrency Card,12,4
876210,6/2/13,Website,Foreign Exchange,Reload Card,12,4
1874437,6/1/13,Email,Foreign Exchange,Reload Card,12,4
1083134,6/2/13,Call,Foreign Exchange,Reload Card,12,5
1344197,6/1/13,In Person,Foreign Exchange,Surrender Card,12,5
56100,6/2/13,Website,Foreign Exchange,Reload Card,12,5
1930696,6/1/13,Email,Foreign Exchange,Surrender Card,12,5
342931,6/2/13,Email,Foreign Exchange,Multicurrency Card,12,5
1943814,6/1/13,Website,Foreign Exchange,Multicurrency Card,12,5
2395315,6/2/13,Email,Foreign Exchange,Multicurrency Card,12,4
1061402,6/1/13,Website,Foreign Exchange,Reload Card,12,4
64085,6/2/13,In Person,Foreign Exchange,Reload Card,12,5
2018061,6/1/13,Website,Foreign Exchange,Surrender Card,12,5
767415,6/2/13,In Person,Foreign Exchange,Surrender Card,12,5
2280460,6/1/13,In Person,Foreign Exchange,Reload Card,12,5
2258966,6/2/13,In Person,Foreign Exchange,Surrender Card,12,5
1033381,6/1/13,In Person,Foreign Exchange,Reload Card,12,5
1152415,6/2/13,Website,Foreign Exchange,Surrender Card,12,5
1105517,6/1/13,In Person,Foreign Exchange,Surrender Card,12,3
251916,6/2/13,Website,Foreign Exchange,Reload Card,12,4
765089,6/1/13,Email,Foreign Exchange,Reload Card,12,2
2114080,6/2/13,Call,Foreign Exchange,Surrender Card,12,5
511749,6/1/13,Email,Foreign Exchange,Reload Card,12,5
1838796,6/2/13,In Person,Foreign Exchange,Reload Card,12,4
2443626,6/1/13,Call,Foreign Exchange,Multicurrency Card,12,4
1773270,6/2/13,In Person,Foreign Exchange,Multicurrency Card,12,3
268261,6/1/13,Email,Foreign Exchange,Surrender Card,12,4
213170,6/2/13,Website,Foreign Exchange,Reload Card,12,4
196672,6/1/13,Email,Foreign Exchange,Reload Card,12,4
1571724,6/2/13,Email,Foreign Exchange,Surrender Card,12,4
2340389,6/1/13,In Person,Foreign Exchange,Reload Card,12,4
1278132,6/2/13,Email,Foreign Exchange,Surrender Card,12,5
353697,6/1/13,In Person,Foreign Exchange,Reload Card,12,5
657405,6/2/13,Website,Foreign Exchange,Surrender Card,12,5
460470,6/1/13,Email,Foreign Exchange,Surrender Card,12,5
2161489,6/2/13,Website,Foreign Exchange,Reload Card,12,5
339137,6/1/13,Website,Foreign Exchange,Surrender Card,12,5
741584,6/2/13,Website,Foreign Exchange,Reload Card,12,4
221524,6/1/13,Email,Foreign Exchange,Surrender Card,12,4
831283,6/2/13,In Person,Foreign Exchange,Reload Card,12,5
2158285,6/1/13,Call,Foreign Exchange,Reload Card,12,5
1833139,6/2/13,Call,Foreign Exchange,Surrender Card,12,5
552916,6/1/13,Website,Foreign Exchange,Surrender Card,12,5
717731,6/2/13,Website,Foreign Exchange,Surrender Card,12,5
757780,6/1/13,Website,Foreign Exchange,Multicurrency Card,12,5
1718138,6/2/13,In Person,Foreign Exchange,Surrender Card,12,5
833697,6/1/13,Call,Foreign Exchange,Surrender Card,12,3
5831,6/2/13,Website,Foreign Exchange,Reload Card,12,4
480596,6/1/13,Email,Foreign Exchange,Reload Card,12,2
1910996,6/2/13,Website,Foreign Exchange,Surrender Card,12,5
2406704,6/1/13,Email,Foreign Exchange,Multicurrency Card,12,5
1005604,6/2/13,Website,Foreign Exchange,Reload Card,12,4
869886,6/1/13,Email,Foreign Exchange,Surrender Card,12,4
156349,6/2/13,In Person,Foreign Exchange,Reload Card,12,3
114153,6/1/13,In Person,Foreign Exchange,Reload Card,12,4
488258,6/2/13,In Person,Foreign Exchange,Reload Card,12,4
191007,6/1/13,Call,Foreign Exchange,Reload Card,12,4
2443408,6/2/13,Website,Foreign Exchange,Reload Card,12,4
2011645,6/1/13,Call,Foreign Exchange,Surrender Card,12,4
1003354,6/2/13,In Person,Foreign Exchange,Multicurrency Card,12,5
1678913,6/1/13,In Person,Foreign Exchange,Reload Card,12,5
1828528,6/2/13,Email,Foreign Exchange,Reload Card,12,5
2183198,6/1/13,Website,Foreign Exchange,Surrender Card,12,5
195745,6/2/13,Website,Foreign Exchange,Reload Card,12,5
1782260,6/1/13,Website,Foreign Exchange,Multicurrency Card,12,5
564707,6/2/13,Call,Foreign Exchange,Surrender Card,12,4
810846,6/1/13,Website,Foreign Exchange,Surrender Card,12,4
1181521,6/2/13,In Person,Foreign Exchange,Surrender Card,12,5
1038075,6/1/13,Email,Foreign Exchange,Reload Card,12,5
761823,6/2/13,Website,Foreign Exchange,Multicurrency Card,12,5
438953,6/1/13,Email,Foreign Exchange,Multicurrency Card,12,5
709617,6/2/13,Call,Foreign Exchange,Reload Card,12,5
1424436,6/1/13,Website,Foreign Exchange,Multicurrency Card,12,5
440959,6/2/13,Website,Foreign Exchange,Reload Card,12,5
227615,6/1/13,Call,Foreign Exchange,Reload Card,12,3
2442239,6/2/13,Email,Foreign Exchange,Surrender Card,12,4
318042,6/1/13,Email,Foreign Exchange,Surrender Card,12,2
1183366,6/2/13,In Person,Foreign Exchange,Reload Card,12,5
504126,6/1/13,Email,Foreign Exchange,Surrender Card,12,5
88970,6/2/13,Call,Foreign Exchange,Surrender Card,12,4
1893215,6/1/13,Website,Foreign Exchange,Reload Card,12,4
1630319,6/2/13,Website,Foreign Exchange,Multicurrency Card,12,3
1597090,6/1/13,Email,Foreign Exchange,Multicurrency Card,12,4
1597118,6/2/13,Email,Foreign Exchange,Surrender Card,12,4
892820,6/1/13,Website,Foreign Exchange,Reload Card,12,4
388612,6/2/13,Email,Foreign Exchange,Surrender Card,12,4
308772,6/1/13,Website,Foreign Exchange,Reload Card,12,4
2258015,6/2/13,In Person,Foreign Exchange,Surrender Card,12,5
458339,6/1/13,Website,Foreign Exchange,Surrender Card,12,5
130339,6/2/13,Website,Foreign Exchange,Multicurrency Card,12,5
1035475,6/1/13,In Person,Foreign Exchange,Reload Card,12,5
156497,6/2/13,Website,Foreign Exchange,Reload Card,12,5
4156,6/1/13,In Person,Foreign Exchange,Surrender Card,12,5
32733,6/2/13,Call,Foreign Exchange,Reload Card,12,4
579057,6/1/13,Call,Foreign Exchange,Reload Card,12,4
1946565,6/2/13,Email,Foreign Exchange,Surrender Card,12,5
944861,6/1/13,In Person,Foreign Exchange,Multicurrency Card,12,5
166718,6/2/13,In Person,Foreign Exchange,Reload Card,12,5
99867,6/1/13,Call,Foreign Exchange,Reload Card,12,5
652929,6/2/13,Call,Foreign Exchange,Surrender Card,12,5
2345160,6/1/13,Website,Foreign Exchange,Reload Card,12,5
1744420,6/2/13,Email,Foreign Exchange,Reload Card,12,5
1126926,6/1/13,Website,Foreign Exchange,Multicurrency Card,12,3
1722881,6/2/13,Email,Foreign Exchange,Reload Card,12,4
1376397,6/1/13,Email,Foreign Exchange,Reload Card,12,2
1566459,6/2/13,In Person,Foreign Exchange,Surrender Card,12,5
372271,6/1/13,Website,Foreign Exchange,Reload Card,12,5
412685,6/2/13,Call,Foreign Exchange,Reload Card,12,4
2372276,6/1/13,Email,Foreign Exchange,Surrender Card,12,4
172283,6/2/13,Email,Foreign Exchange,Reload Card,12,3
1486569,6/1/13,Website,Foreign Exchange,Reload Card,12,4
431109,6/2/13,In Person,Foreign Exchange,Reload Card,12,4
2418699,6/1/13,Call,Foreign Exchange,Surrender Card,12,4
1018735,6/2/13,Website,Foreign Exchange,Reload Card,12,4
1510664,6/1/13,Email,Foreign Exchange,Reload Card,12,4
64474,6/2/13,In Person,Foreign Exchange,Surrender Card,12,5
1531229,6/1/13,Call,Foreign Exchange,Surrender Card,12,5
2370191,6/2/13,Email,Foreign Exchange,Reload Card,12,5
847761,6/1/13,Email,Foreign Exchange,Surrender Card,12,5
2374553,6/2/13,Call,Foreign Exchange,Reload Card,12,5
919487,6/1/13,Website,Foreign Exchange,Surrender Card,12,5
1862730,6/2/13,Website,Foreign Exchange,Surrender Card,12,4
2377579,6/1/13,In Person,Foreign Exchange,Surrender Card,12,4
1169935,6/2/13,Call,Foreign Exchange,Reload Card,12,5
1963684,6/1/13,Website,Foreign Exchange,Reload Card,12,5
1431702,6/2/13,Website,Foreign Exchange,Reload Card,12,5
175593,6/1/13,Email,Foreign Exchange,Reload Card,12,5
1490443,6/2/13,In Person,Foreign Exchange,Reload Card,12,5
2057175,6/1/13,Email,Foreign Exchange,Reload Card,12,5
1816112,6/2/13,Email,Foreign Exchange,Surrender Card,12,5
229164,6/1/13,Call,Foreign Exchange,Reload Card,12,3
1925835,6/2/13,Call,Foreign Exchange,Reload Card,12,4
818897,6/1/13,In Person,Foreign Exchange,Reload Card,12,2
381389,6/2/13,Website,Foreign Exchange,Reload Card,12,5
2139508,6/1/13,Email,Foreign Exchange,Reload Card,12,5
244484,6/2/13,Email,Foreign Exchange,Reload Card,12,4
1849500,6/1/13,In Person,Foreign Exchange,Reload Card,12,4
1495685,6/2/13,In Person,Foreign Exchange,Multicurrency Card,12,3
1382609,6/1/13,Website,Foreign Exchange,Reload Card,12,4
1840029,6/2/13,Call,Foreign Exchange,Reload Card,12,4
232821,6/1/13,Call,Foreign Exchange,Surrender Card,12,4
142694,6/2/13,Website,Foreign Exchange,Reload Card,12,4
1473698,6/1/13,Website,Foreign Exchange,Surrender Card,12,4
868399,6/2/13,Website,Foreign Exchange,Reload Card,12,5
1987890,6/1/13,Website,Foreign Exchange,Surrender Card,12,5
2435177,6/2/13,Call,Foreign Exchange,Surrender Card,12,5
2200773,6/1/13,In Person,Foreign Exchange,Reload Card,12,5
1908456,6/2/13,Call,Foreign Exchange,Surrender Card,12,5
773199,6/1/13,In Person,Foreign Exchange,Surrender Card,12,5
264221,6/2/13,Website,Foreign Exchange,Reload Card,12,4
2230570,6/1/13,Website,Foreign Exchange,Reload Card,12,4
33850,6/2/13,Website,Foreign Exchange,Surrender Card,12,5
423687,6/1/13,Call,Foreign Exchange,Reload Card,12,5
24052,6/2/13,Call,Foreign Exchange,Reload Card,12,5
2124412,6/1/13,Email,Foreign Exchange,Surrender Card,12,5
1348771,6/2/13,Email,Foreign Exchange,Surrender Card,13,5
844730,6/1/13,In Person,Foreign Exchange,Surrender Card,13,5
1539348,6/2/13,Call,Foreign Exchange,Reload Card,13,5
2117086,6/1/13,In Person,Foreign Exchange,Reload Card,13,3
1403669,6/2/13,Email,Foreign Exchange,Multicurrency Card,13,4
2099962,6/1/13,Website,Foreign Exchange,Reload Card,13,2
2350277,6/2/13,In Person,Foreign Exchange,Surrender Card,13,5
1620151,6/1/13,Website,Foreign Exchange,Surrender Card,13,5
469658,6/2/13,Call,Foreign Exchange,Reload Card,13,4
2375338,6/1/13,Website,Foreign Exchange,Surrender Card,13,4
240253,6/2/13,In Person,Foreign Exchange,Reload Card,13,3
326062,6/1/13,Website,Foreign Exchange,Reload Card,13,4
2169877,6/2/13,In Person,Foreign Exchange,Surrender Card,13,4
898730,6/1/13,In Person,Foreign Exchange,Reload Card,13,4
82441,6/2/13,In Person,Foreign Exchange,Reload Card,13,4
749637,6/1/13,Website,Foreign Exchange,Reload Card,13,4
90407,6/2/13,In Person,Foreign Exchange,Reload Card,13,5
225225,6/1/13,In Person,Foreign Exchange,Reload Card,13,5
103507,6/2/13,Email,Foreign Exchange,Reload Card,13,5
1131134,6/1/13,Website,Foreign Exchange,Reload Card,13,5
1519502,6/2/13,Email,Foreign Exchange,Reload Card,13,5
1881571,6/1/13,Email,Foreign Exchange,Reload Card,13,5
468341,6/2/13,Email,Foreign Exchange,Reload Card,13,4
2136081,6/1/13,In Person,Foreign Exchange,Surrender Card,13,4
609833,6/2/13,Call,Foreign Exchange,Surrender Card,13,5
496834,6/1/13,Email,Foreign Exchange,Surrender Card,13,5
711659,6/2/13,In Person,Foreign Exchange,Reload Card,13,5
1426656,6/1/13,In Person,Foreign Exchange,Multicurrency Card,13,5
422416,6/2/13,Call,Foreign Exchange,Surrender Card,13,5
841871,6/1/13,In Person,Foreign Exchange,Reload Card,13,5
1672983,6/2/13,Email,Foreign Exchange,Surrender Card,13,5
2373410,6/1/13,Call,Foreign Exchange,Reload Card,13,3
2444193,6/2/13,Call,Foreign Exchange,Surrender Card,13,4
973049,6/1/13,Call,Foreign Exchange,Surrender Card,13,2
811636,6/2/13,Email,Foreign Exchange,Multicurrency Card,13,5
1085842,6/1/13,Email,Foreign Exchange,Reload Card,13,5
634581,6/2/13,Website,Foreign Exchange,Reload Card,13,4
392772,6/1/13,Website,Foreign Exchange,Reload Card,13,4
1249129,6/2/13,Email,Foreign Exchange,Reload Card,13,3
1373156,6/1/13,Call,Foreign Exchange,Reload Card,13,4
330141,6/2/13,In Person,Foreign Exchange,Reload Card,13,4
2409617,6/1/13,Website,Foreign Exchange,Reload Card,13,4
1128362,6/2/13,Website,Foreign Exchange,Surrender Card,13,4
2474622,6/1/13,Email,Foreign Exchange,Multicurrency Card,13,4
633345,6/2/13,In Person,Foreign Exchange,Reload Card,13,5
1136266,6/1/13,Email,Foreign Exchange,Multicurrency Card,13,5
2425495,6/2/13,Email,Foreign Exchange,Reload Card,13,5
82466,6/1/13,Call,Foreign Exchange,Reload Card,13,5
1106793,6/2/13,In Person,Foreign Exchange,Surrender Card,13,5
167014,6/1/13,Website,Foreign Exchange,Reload Card,13,5
1878231,6/2/13,Email,Foreign Exchange,Reload Card,13,4
1221649,6/1/13,Call,Foreign Exchange,Surrender Card,13,4
586420,6/2/13,Website,Foreign Exchange,Surrender Card,13,5
1127309,6/1/13,Website,Foreign Exchange,Reload Card,13,5
1287262,6/2/13,Website,Foreign Exchange,Surrender Card,13,5
102252,6/1/13,Email,Foreign Exchange,Multicurrency Card,13,5
549854,6/2/13,Call,Foreign Exchange,Reload Card,13,5
210669,6/1/13,Email,Foreign Exchange,Multicurrency Card,13,5
2146063,6/2/13,In Person,Foreign Exchange,Reload Card,13,5
1239551,6/1/13,Email,Foreign Exchange,Multicurrency Card,13,3
411689,6/2/13,In Person,Foreign Exchange,Reload Card,13,4
1618910,6/1/13,Email,Foreign Exchange,Reload Card,13,2
1766704,6/2/13,In Person,Foreign Exchange,Surrender Card,13,5
1918155,6/1/13,Call,Foreign Exchange,Multicurrency Card,13,5
2289400,6/2/13,Website,Foreign Exchange,Surrender Card,13,4
1539532,6/1/13,Website,Foreign Exchange,Reload Card,13,4
793876,6/2/13,Email,Foreign Exchange,Multicurrency Card,13,3
1875417,6/1/13,Email,Foreign Exchange,Reload Card,13,4
1945326,6/2/13,Call,Foreign Exchange,Surrender Card,13,4
1410126,6/1/13,Email,Foreign Exchange,Reload Card,13,4
1664060,6/2/13,Email,Foreign Exchange,Surrender Card,13,4
1129544,6/1/13,Call,Foreign Exchange,Surrender Card,13,4
1374032,6/2/13,In Person,Foreign Exchange,Multicurrency Card,13,5
1810686,6/1/13,Call,Foreign Exchange,Surrender Card,13,5
1200582,6/2/13,Call,Foreign Exchange,Reload Card,13,5
444413,6/1/13,In Person,Foreign Exchange,Multicurrency Card,13,5
1735833,6/2/13,Email,Foreign Exchange,Reload Card,13,5
1152578,6/1/13,Call,Foreign Exchange,Reload Card,13,5
1970478,6/2/13,Email,Foreign Exchange,Surrender Card,13,4
2366556,6/1/13,Email,Foreign Exchange,Surrender Card,13,4
1833613,6/2/13,Website,Foreign Exchange,Reload Card,13,5
154198,6/1/13,Call,Foreign Exchange,Reload Card,13,5
1082025,6/2/13,Call,Foreign Exchange,Surrender Card,13,5
1630488,6/1/13,In Person,Foreign Exchange,Reload Card,13,5
1762035,6/2/13,Call,Foreign Exchange,Surrender Card,13,5
714192,6/1/13,Email,Foreign Exchange,Reload Card,13,5
1189349,6/2/13,Call,Foreign Exchange,Multicurrency Card,13,5
1827479,6/1/13,Website,Foreign Exchange,Surrender Card,13,3
165093,6/2/13,Email,Foreign Exchange,Reload Card,13,4
681232,6/1/13,Website,Foreign Exchange,Surrender Card,13,2
153472,6/2/13,Email,Foreign Exchange,Surrender Card,13,5
1232404,6/1/13,Call,Foreign Exchange,Multicurrency Card,13,5
17271,6/2/13,Email,Foreign Exchange,Surrender Card,13,4
1743752,6/1/13,Email,Foreign Exchange,Reload Card,13,4
1124886,6/2/13,Website,Foreign Exchange,Surrender Card,13,3
1351962,6/1/13,Call,Foreign Exchange,Reload Card,13,4
251567,6/2/13,Website,Foreign Exchange,Reload Card,13,4
59437,6/1/13,Call,Foreign Exchange,Reload Card,13,4
1854674,6/2/13,Call,Foreign Exchange,Reload Card,13,4
2028743,6/1/13,Website,Foreign Exchange,Reload Card,13,4
1611010,6/2/13,Call,Foreign Exchange,Multicurrency Card,13,5
1954737,6/1/13,Website,Foreign Exchange,Reload Card,13,5
1721354,6/2/13,Website,Foreign Exchange,Surrender Card,13,5
461837,6/1/13,In Person,Foreign Exchange,Reload Card,13,5
1364581,6/2/13,Email,Foreign Exchange,Multicurrency Card,13,5
1870892,6/1/13,Website,Foreign Exchange,Surrender Card,13,5
1160877,6/2/13,In Person,Foreign Exchange,Reload Card,13,4
1929976,6/1/13,In Person,Foreign Exchange,Reload Card,13,4
789957,6/2/13,Email,Foreign Exchange,Reload Card,13,5
1894227,6/1/13,Call,Foreign Exchange,Reload Card,13,5
637068,6/2/13,In Person,Foreign Exchange,Multicurrency Card,13,5
373011,6/1/13,Call,Foreign Exchange,Reload Card,13,5
684141,6/2/13,Website,Foreign Exchange,Multicurrency Card,13,5
44894,6/1/13,In Person,Foreign Exchange,Reload Card,13,5
1085042,6/2/13,Website,Foreign Exchange,Reload Card,13,5
426549,6/1/13,In Person,Foreign Exchange,Surrender Card,13,3
1950515,6/2/13,Email,Foreign Exchange,Multicurrency Card,13,4
617623,6/1/13,In Person,Foreign Exchange,Reload Card,13,2
2445060,6/2/13,Call,Foreign Exchange,Reload Card,13,5
938407,6/1/13,Call,Foreign Exchange,Multicurrency Card,13,5
714482,6/2/13,Call,Foreign Exchange,Reload Card,13,4
1949513,6/1/13,Call,Foreign Exchange,Multicurrency Card,13,4
1925046,6/2/13,Website,Foreign Exchange,Surrender Card,13,3
945412,6/1/13,In Person,Foreign Exchange,Reload Card,13,4
2420573,6/2/13,Website,Foreign Exchange,Reload Card,13,4
1166956,6/1/13,Email,Foreign Exchange,Reload Card,13,4
1367577,6/2/13,Website,Foreign Exchange,Surrender Card,13,4
1086220,6/1/13,In Person,Foreign Exchange,Reload Card,13,4
1967332,6/2/13,Email,Foreign Exchange,Surrender Card,13,5
2119330,6/1/13,Email,Foreign Exchange,Multicurrency Card,13,5
1355966,6/2/13,Website,Foreign Exchange,Surrender Card,13,5
278495,6/1/13,Website,Foreign Exchange,Reload Card,13,5
1450335,6/2/13,In Person,Foreign Exchange,Reload Card,13,5
1333901,6/1/13,In Person,Foreign Exchange,Surrender Card,13,5
2381616,6/2/13,Call,Foreign Exchange,Surrender Card,13,4
24180,6/1/13,Email,Foreign Exchange,Reload Card,13,4
820924,6/2/13,In Person,Foreign Exchange,Reload Card,13,5
2235272,6/1/13,In Person,Foreign Exchange,Surrender Card,13,5
403050,6/2/13,Email,Foreign Exchange,Reload Card,13,5
213772,6/1/13,In Person,Foreign Exchange,Reload Card,13,5
1995389,6/2/13,In Person,Foreign Exchange,Reload Card,13,5
403393,6/1/13,Call,Foreign Exchange,Reload Card,13,5
45332,6/2/13,Website,Foreign Exchange,Reload Card,13,5
152443,6/1/13,Call,Foreign Exchange,Reload Card,13,3
94972,6/2/13,In Person,Foreign Exchange,Reload Card,13,4
1325903,6/1/13,Call,Foreign Exchange,Reload Card,13,2
1448771,6/2/13,Website,Foreign Exchange,Reload Card,13,5
2414386,7/1/13,Call,Foreign Exchange,Surrender Card,13,5
181222,7/2/13,In Person,Foreign Exchange,Reload Card,13,4
1060241,7/1/13,In Person,Foreign Exchange,Reload Card,13,4
1166706,7/2/13,Call,Foreign Exchange,Surrender Card,13,3
751018,7/1/13,Website,Foreign Exchange,Surrender Card,13,4
361486,7/2/13,Website,Foreign Exchange,Reload Card,13,4
1957904,7/1/13,In Person,Foreign Exchange,Surrender Card,13,4
2144773,7/2/13,Website,Foreign Exchange,Surrender Card,13,4
1468615,7/1/13,Email,Foreign Exchange,Reload Card,13,4
360931,7/2/13,In Person,Foreign Exchange,Multicurrency Card,13,5
144348,7/1/13,Call,Foreign Exchange,Reload Card,13,5
387112,7/2/13,In Person,Foreign Exchange,Reload Card,13,5
734844,7/1/13,Call,Foreign Exchange,Surrender Card,13,5
401515,7/2/13,Call,Foreign Exchange,Multicurrency Card,13,5
73374,7/1/13,In Person,Foreign Exchange,Reload Card,13,5
558607,7/2/13,In Person,Foreign Exchange,Reload Card,13,4
2344969,7/1/13,Call,Foreign Exchange,Reload Card,13,4
1715224,7/2/13,Website,Foreign Exchange,Reload Card,13,5
372689,7/1/13,Website,Foreign Exchange,Reload Card,13,5
106118,7/2/13,In Person,Foreign Exchange,Multicurrency Card,13,5
1444175,7/1/13,In Person,Foreign Exchange,Reload Card,13,5
605385,7/2/13,In Person,Foreign Exchange,Reload Card,13,5
670618,7/1/13,Email,Foreign Exchange,Surrender Card,13,5
528737,7/2/13,Email,Foreign Exchange,Reload Card,13,5
225432,7/1/13,In Person,Foreign Exchange,Multicurrency Card,13,3
685604,7/2/13,Call,Foreign Exchange,Reload Card,13,4
379419,7/1/13,Call,Foreign Exchange,Multicurrency Card,13,2
413461,7/2/13,Email,Foreign Exchange,Multicurrency Card,13,5
328485,7/1/13,In Person,Foreign Exchange,Surrender Card,13,5
1178346,7/2/13,Website,Foreign Exchange,Reload Card,13,4
866514,7/1/13,Email,Foreign Exchange,Reload Card,13,4
17593,7/2/13,In Person,Foreign Exchange,Reload Card,13,3
961154,7/1/13,Email,Foreign Exchange,Multicurrency Card,13,4
2306769,7/2/13,Website,Foreign Exchange,Multicurrency Card,13,4
110567,7/1/13,Website,Foreign Exchange,Surrender Card,13,4
840919,7/2/13,Email,Foreign Exchange,Surrender Card,13,4
511528,7/1/13,Call,Foreign Exchange,Multicurrency Card,13,4
2298689,7/2/13,Website,Foreign Exchange,Reload Card,13,5
353856,7/1/13,Call,Foreign Exchange,Reload Card,13,5
1874397,7/2/13,Call,Foreign Exchange,Reload Card,13,5
156337,7/1/13,Email,Foreign Exchange,Reload Card,13,5
173792,7/2/13,Email,Foreign Exchange,Surrender Card,13,5
1483545,7/1/13,Website,Foreign Exchange,Multicurrency Card,13,5
